id,_Personne__id_personne,_Personne__sex,_Personne__nom,_Personne__prenom,_Personne__date_naissance,_Personne__nationalite,_Personne__pays,_Personne__taille,_Personne__poids,_Personne__statut,_Personne__id_csv,_Competiteur__surnom,_Competiteur__sport_pratique,_Competiteur__numero_maillot,_Competiteur__poste_principal,_Competiteur__nombre_medailles
7030,7030,,,Mancini,1980-08-01,,,183.0,78.0,{},39349.0,,3,,,0
7031,7031,,,Mane,1981-12-21,,,175.0,68.0,{},37622.0,,3,,,0
7032,7032,,,Maniche,1977-11-11,,,173.0,71.2,{},38492.0,,3,,,0
7033,7033,,Ishiaku,Mannaseh,1983-01-09,,,183.0,82.1,{},37984.0,,3,,,0
7034,7034,,,Mano,1987-04-09,,,170.0,67.1,{},45316.0,,3,,,0
7035,7035,,,Manoel,1989-02-01,,,183.0,77.1,{},211917.0,,3,,,0
7036,7036,,Gabbiadini,Manolo,1991-11-26,,,185.0,81.2,{},172899.0,,3,,,0
7037,7037,,"Gaspar,28",Manolo,1981-02-03,,,173.0,71.2,{},37488.0,,3,,,0
7038,7038,,Reina,Manolo,1985-04-01,,,185.0,79.8,{},114762.0,,3,,,0
7039,7039,,del Moral,Manu,1984-02-25,,,185.0,77.1,{},37474.0,,3,,,0
7040,7040,,Fernandez,Manu,1986-05-09,,,183.0,77.1,{},96651.0,,3,,,0
7041,7041,,Herrera,Manu,1981-09-29,,,183.0,74.8,{},101983.0,,3,,,0
7042,7042,,Lanzarote,Manu,1984-01-02,,,178.0,68.9,{},280920.0,,3,,,0
7043,7043,,Molina,Manu,1991-11-02,,,178.0,72.1,{},213490.0,,3,,,0
7044,7044,,Torres,Manu,1989-08-14,,,185.0,76.2,{},163236.0,,3,,,0
7045,7045,,,Manu,1982-08-28,,,170.0,68.0,{},40973.0,,3,,,0
7046,7046,,,Manucho,1983-03-07,,,188.0,83.0,{},111975.0,,3,,,0
7047,7047,,Akanji,Manuel,1995-07-19,,,188.0,84.8,{},521318.0,,3,,,0
7048,7048,,Almunia,Manuel,1977-05-19,,,193.0,93.0,{},23686.0,,3,,,0
7049,7049,,Arana,Manuel,1984-12-03,,,175.0,73.0,{},97319.0,,3,,,0
7050,7050,,Arboleda,Manuel,1979-08-02,,,188.0,83.9,{},74827.0,,3,,,0
7051,7051,,Belleri,Manuel,1977-08-29,,,175.0,73.0,{},25581.0,,3,,,0
7052,7052,,Benson,Manuel,1997-03-28,,,170.0,59.9,{},536457.0,,3,,,0
7053,7053,,Castro Pavon,Manuel,1984-02-27,,,188.0,74.8,{},102614.0,,3,,,0
7054,7054,,Coppola,Manuel,1982-05-11,,,173.0,79.8,{},41754.0,,3,,,0
7055,7055,,Curto,Manuel,1986-07-09,,,188.0,83.0,{},164135.0,,3,,,0
7056,7056,,da Costa,Manuel,1986-05-06,,,193.0,83.9,{},39658.0,,3,,,0
7057,7057,,Fernandes,Manuel,1986-02-05,,,175.0,68.9,{},38701.0,,3,,,0
7058,7058,,Friedrich,Manuel,1979-09-13,,,188.0,87.1,{},27492.0,,3,,,0
7059,7059,,Giandonato,Manuel,1991-10-01,,,188.0,77.1,{},192574.0,,3,,,0
7060,7060,,Gulde,Manuel,1991-02-12,,,183.0,77.1,{},178800.0,,3,,,0
7061,7061,,Iturra,Manuel,1984-06-23,,,175.0,73.0,{},49866.0,,3,,,0
7062,7062,,Jose,Manuel,1981-02-04,,,175.0,77.1,{},70513.0,,3,,,0
7063,7063,,Lanzini,Manuel,1993-02-15,,,170.0,66.2,{},210276.0,,3,,,0
7064,7064,,"Lara Martinez,26",Manuel,1980-06-15,,,183.0,82.1,{},37970.0,,3,,,0
7065,7065,,Lillo Castellano,Manuel,1989-03-27,,,175.0,76.2,{},150735.0,,3,,,0
7066,7066,,Lucena,Manuel,1982-11-17,,,185.0,83.9,{},213912.0,,3,,,0
7067,7067,,Neuer,Manuel,1986-03-27,,,193.0,92.1,{},27299.0,,3,,,0
7068,7068,,Onwu,Manuel,1988-01-11,,,185.0,74.8,{},295200.0,,3,,,0
7069,7069,,Pablo,Manuel,1976-01-25,,,175.0,79.8,{},33756.0,,3,,,0
7070,7070,,Pamic,Manuel,1986-08-02,,,175.0,73.0,{},103882.0,,3,,,0
7071,7071,,Pascali,Manuel,1981-09-09,,,185.0,78.9,{},102777.0,,3,,,0
7072,7072,,Pasqual,Manuel,1982-03-13,,,178.0,71.2,{},24536.0,,3,,,0
7073,7073,,Pucciarelli,Manuel,1991-06-17,,,175.0,63.0,{},282723.0,,3,,,0
7074,7074,,Rivera,Manuel,1978-03-16,,,170.0,68.0,{},66895.0,,3,,,0
7075,7075,,Salz,Manuel,1985-08-06,,,185.0,78.9,{},36343.0,,3,,,0
7076,7076,,Schmiedebach,Manuel,1988-12-05,,,170.0,69.9,{},36186.0,,3,,,0
7077,7077,,Silas,Manuel,1976-09-01,,,178.0,71.2,{},5192.0,,3,,,0
7078,7078,,"Sutter,19",Manuel,1991-03-08,,,178.0,76.2,{},202669.0,,3,,,0
7079,7079,,Trigueros,Manuel,1991-10-17,,,178.0,69.9,{},268282.0,,3,,,0
7080,7080,,Victor,Manuel,1974-04-14,,,165.0,66.2,{},38471.0,,3,,,0
7081,7081,,Blasi,Manuele,1980-08-17,,,178.0,73.0,{},41887.0,,3,,,0
7082,7082,,Bar Buzaglo,Maor,1988-01-14,,,175.0,72.1,{},45205.0,,3,,,0
7083,7083,,Melikson,Maor,1984-10-03,,,175.0,69.9,{},14521.0,,3,,,0
7084,7084,,Yanga-Mbiwa,Mapou,1989-05-15,,,183.0,77.1,{},93985.0,,3,,,0
7085,7085,,,Marafona,1987-05-08,,,190.0,86.2,{},164316.0,,3,,,0
7086,7086,,Vahirua,Marama,1980-05-12,,,173.0,68.0,{},26300.0,,3,,,0
7087,7087,,,Maranhao,1985-01-29,,,175.0,68.0,{},209556.0,,3,,,0
7088,7088,,Izmailov,Marat,1982-09-21,,,170.0,69.9,{},3204.0,,3,,,0
7089,7089,,Albrighton,Marc,1989-11-18,,,175.0,67.1,{},139671.0,,3,,,0
7090,7090,,Bartra,Marc,1991-01-15,,,183.0,73.9,{},195305.0,,3,,,0
7091,7091,,Bertran,Marc,1982-05-22,,,180.0,78.0,{},21450.0,,3,,,0
7092,7092,,Crosas,Marc,1988-01-09,,,180.0,79.8,{},97236.0,,3,,,0
7093,7093,,Fitzpatrick,Marc,1986-05-11,,,178.0,78.9,{},32836.0,,3,,,0
7094,7094,,Hendrikx,Marc,1974-07-02,,,183.0,81.2,{},37841.0,,3,,,0
7095,7095,,Hoecher,Marc,1984-09-09,,,183.0,69.9,{},26656.0,,3,,,0
7096,7096,,Janko,Marc,1983-06-25,,,196.0,93.0,{},23148.0,,3,,,0
7097,7097,,Klok,Marc,1993-04-02,,,175.0,72.1,{},469277.0,,3,,,0
7098,7098,,McAusland,Marc,1988-08-13,,,190.0,77.1,{},109786.0,,3,,,0
7099,7099,,McCallum,Marc,1993-03-27,,,190.0,78.0,{},289118.0,,3,,,0
7100,7100,,Muniesa,Marc,1992-03-27,,,178.0,72.1,{},173382.0,,3,,,0
7101,7101,,Pfertzel,Marc,1981-05-21,,,183.0,74.8,{},27607.0,,3,,,0
7102,7102,,Pfitzner,Marc,1984-08-28,,,183.0,78.9,{},109087.0,,3,,,0
7103,7103,,Planus,Marc,1982-03-07,,,180.0,82.1,{},26119.0,,3,,,0
7104,7104,,Pugh,Marc,1987-04-02,,,180.0,72.1,{},24381.0,,3,,,0
7105,7105,,Schneider,Marc,1980-07-23,,,180.0,73.0,{},25812.0,,3,,,0
7106,7106,,Stein,Marc,1985-07-07,,,183.0,73.9,{},37332.0,,3,,,0
7107,7107,,Stendera,Marc,1995-12-01,,,173.0,73.0,{},355357.0,,3,,,0
7108,7108,,Tierney,Marc,1985-08-23,,,180.0,71.2,{},23727.0,,3,,,0
7109,7109,,Torrejon Moya,Marc,1986-02-18,,,188.0,87.1,{},37879.0,,3,,,0
7110,7110,,Valiente,Marc,1987-03-29,,,183.0,71.2,{},41166.0,,3,,,0
7111,7111,,van de Maarel,Marc,1989-08-12,,,178.0,73.9,{},121642.0,,3,,,0
7112,7112,,Vidal,Marc,1991-06-03,,,183.0,83.0,{},180284.0,,3,,,0
7113,7113,,Vucinovic,Marc,1988-09-19,,,178.0,72.1,{},164494.0,,3,,,0
7114,7114,,Wagemakers,Marc,1978-06-07,,,183.0,73.9,{},38347.0,,3,,,0
7115,7115,,Wilson,Marc,1987-08-17,,,188.0,79.8,{},47418.0,,3,,,0
7116,7116,,Zellweger,Marc,1973-10-17,,,180.0,78.0,{},25793.0,,3,,,0
7117,7117,,Ziegler,Marc,1976-06-13,,,193.0,92.1,{},36054.0,,3,,,0
7118,7118,,Kruska,Marc-Andre,1987-06-29,,,178.0,74.8,{},27364.0,,3,,,0
7119,7119,,ter Stegen,Marc-Andre,1992-04-03,,,188.0,84.8,{},184554.0,,3,,,0
7120,7120,,Fortune,Marc-Antoine,1981-07-02,,,183.0,76.2,{},26494.0,,3,,,0
7121,7121,,Kempf,Marc-Oliver,1995-01-28,,,185.0,82.1,{},355356.0,,3,,,0
7122,7122,,Appiah,Marcel,1988-03-26,,,190.0,74.8,{},200743.0,,3,,,0
7123,7123,,Buechel,Marcel,1991-03-18,,,175.0,71.2,{},192842.0,,3,,,0
7124,7124,,Correia,Marcel,1989-05-16,,,185.0,81.2,{},166932.0,,3,,,0
7125,7125,,De Jong,Marcel,1986-10-15,,,175.0,73.0,{},45464.0,,3,,,0
7126,7126,,Eger,Marcel,1983-03-23,,,190.0,78.0,{},26953.0,,3,,,0
7127,7127,,Gecov,Marcel,1988-01-01,,,183.0,73.0,{},22831.0,,3,,,0
7128,7128,,Heller,Marcel,1986-02-12,,,175.0,69.9,{},36554.0,,3,,,0
7129,7129,,Herzog,Marcel,1980-06-28,,,185.0,78.9,{},25779.0,,3,,,0
7130,7130,,Maltritz,Marcel,1978-10-02,,,185.0,81.2,{},39892.0,,3,,,0
7131,7131,,"MBayo,25",Marcel,1978-04-24,,,168.0,62.1,{},12099.0,,3,,,0
7132,7132,,Meeuwis,Marcel,1980-10-31,,,173.0,69.9,{},45466.0,,3,,,0
7133,7133,,Ndjeng,Marcel,1982-05-06,,,180.0,72.1,{},36057.0,,3,,,0
7134,7134,,Risse,Marcel,1989-12-17,,,183.0,74.8,{},127945.0,,3,,,0
7135,7135,,Ritzmaier,Marcel,1993-04-22,,,180.0,74.8,{},179115.0,,3,,,0
7136,7136,,Schaefer,Marcel,1984-06-07,,,183.0,74.8,{},37317.0,,3,,,0
7137,7137,,Schmelzer,Marcel,1988-01-22,,,180.0,72.1,{},94685.0,,3,,,0
7138,7138,,Seip,Marcel,1982-04-05,,,180.0,78.0,{},38618.0,,3,,,0
7139,7139,,Stutter,Marcel,1988-03-06,,,185.0,83.9,{},352395.0,,3,,,0
7140,7140,,Tisserand,Marcel,1993-01-01,,,185.0,68.0,{},466357.0,,3,,,0
7141,7141,,,Marcelinho,1984-01-01,,,180.0,77.1,{},38502.0,,3,,,0
7142,7142,,Jansen,Marcell,1985-11-04,,,190.0,88.9,{},30987.0,,3,,,0
7143,7143,,Castellini,Marcello,1973-01-02,,,185.0,76.2,{},41242.0,,3,,,0
7144,7144,,Gazzola,Marcello,1985-04-03,,,183.0,78.0,{},96532.0,,3,,,0
7145,7145,,Trotta,Marcello,1992-09-29,,,188.0,84.8,{},282278.0,,3,,,0
7146,7146,,Boeck,Marcelo,1984-11-28,,,190.0,86.2,{},19434.0,,3,,,0
7147,7147,,Brozovic,Marcelo,1992-11-16,,,180.0,68.0,{},206508.0,,3,,,0
7148,7148,,Diaz,Marcelo,1986-12-03,,,165.0,63.0,{},49847.0,,3,,,0
7149,7149,,Estigarribia,Marcelo,1987-09-21,,,180.0,69.9,{},68436.0,,3,,,0
7150,7150,,Goiano,Marcelo,1987-10-13,,,175.0,68.9,{},474736.0,,3,,,0
7151,7151,,Jose Bordon,Marcelo,1976-01-07,,,188.0,89.8,{},27301.0,,3,,,0
7152,7152,,Jose Oliveira,Marcelo,1981-09-05,,,185.0,79.8,{},71352.0,,3,,,0
7153,7153,,Larrondo,Marcelo,1988-02-01,,,190.0,82.1,{},165624.0,,3,,,0
7154,7154,,Lipatin,Marcelo,1977-01-28,,,180.0,76.2,{},42353.0,,3,,,0
7155,7155,,Moreno,Marcelo,1987-06-18,,,188.0,82.1,{},96481.0,,3,,,0
7156,7156,,Moretto,Marcelo,1978-05-01,,,196.0,93.9,{},40976.0,,3,,,0
7157,7157,,Pereira Bruno,Marcelo,1974-06-03,,,175.0,73.0,{},11836.0,,3,,,0
7158,7158,,Silva,Marcelo,1989-03-21,,,185.0,83.0,{},20325.0,,3,,,0
7159,7159,,Toscano,Marcelo,1985-05-12,,,183.0,83.0,{},148955.0,,3,,,0
7160,7160,,Valverde,Marcelo,1989-11-21,,,185.0,74.8,{},277693.0,,3,,,0
7161,7161,,Zalayeta,Marcelo,1978-12-05,,,188.0,88.9,{},24624.0,,3,,,0
7162,7162,,,Marcelo,1989-07-27,,,183.0,73.9,{},280350.0,,3,,,0
7163,7163,,,Marcelo,1988-05-12,,,175.0,74.8,{},28467.0,,3,,,0
7164,7164,,,Marcelo,1987-05-25,,,190.0,79.8,{},78908.0,,3,,,0
7165,7165,,Bruma,Marciano,1984-03-07,,,178.0,78.0,{},184618.0,,3,,,0
7166,7166,,Budzinski,Marcin,1990-07-06,,,183.0,79.8,{},150809.0,,3,,,0
7167,7167,,Cebula,Marcin,1995-12-06,,,175.0,59.9,{},407970.0,,3,,,0
7168,7168,,Flis,Marcin,1994-02-01,,,183.0,74.8,{},429871.0,,3,,,0
7169,7169,,Kaczmarek,Marcin,1979-12-03,,,170.0,64.9,{},69227.0,,3,,,0
7170,7170,,Kalkowski,Marcin,1989-11-06,,,185.0,84.8,{},242306.0,,3,,,0
7171,7171,,Kaminski,Marcin,1992-01-15,,,193.0,79.8,{},189190.0,,3,,,0
7172,7172,,Kikut,Marcin,1983-06-25,,,178.0,74.8,{},13486.0,,3,,,0
7173,7173,,Kus,Marcin,1981-09-02,,,188.0,82.1,{},33807.0,,3,,,0
7174,7174,,Listkowski,Marcin,1998-02-01,,,178.0,66.2,{},645704.0,,3,,,0
7175,7175,,Malinowski,Marcin,1975-11-06,,,178.0,73.9,{},13405.0,,3,,,0
7176,7176,,Mieciel,Marcin,1975-12-22,,,185.0,76.2,{},30272.0,,3,,,0
7177,7177,,Pietrowski,Marcin,1988-03-01,,,183.0,83.0,{},69043.0,,3,,,0
7178,7178,,Robak,Marcin,1982-11-29,,,183.0,82.1,{},69229.0,,3,,,0
7179,7179,,Trojanowski,Marcin,1990-05-14,,,175.0,73.0,{},355101.0,,3,,,0
7180,7180,,Urynowicz,Marcin,1996-03-16,,,188.0,78.0,{},656342.0,,3,,,0
7181,7181,,Wasilewski,Marcin,1980-06-09,,,185.0,88.0,{},13423.0,,3,,,0
7182,7182,,Wodecki,Marcin,1988-01-14,,,175.0,64.9,{},116756.0,,3,,,0
7183,7183,,,Marcinho,1981-03-02,,,170.0,69.9,{},22545.0,,3,,,0
7184,7184,,Mossoro,Marcio,1983-07-04,,,170.0,67.1,{},23675.0,,3,,,0
7185,7185,,Nascimento Rozario,Marcio,1983-11-21,,,188.0,88.0,{},167412.0,,3,,,0
7186,7186,,Paiva,Marcio,1980-07-31,,,183.0,83.9,{},150077.0,,3,,,0
7187,7187,,Oss,Marcis,1991-07-25,,,193.0,82.1,{},310659.0,,3,,,0
7188,7188,,Amelia,Marco,1982-04-02,,,190.0,89.8,{},30713.0,,3,,,0
7189,7189,,Andreolli,Marco,1986-06-01,,,188.0,81.2,{},181984.0,,3,,,0
7190,7190,,Aratore,Marco,1991-06-04,,,178.0,60.8,{},176298.0,,3,,,0
7191,7191,,Asensio,Marco,1996-01-21,,,178.0,69.9,{},498033.0,,3,,,0
7192,7192,,Baixinho,Marco,1989-07-11,,,188.0,79.8,{},185798.0,,3,,,0
7193,7193,,Benassi,Marco,1994-05-05,,,183.0,79.8,{},362113.0,,3,,,0
7194,7194,,Bernacci,Marco,1983-12-15,,,193.0,73.9,{},41958.0,,3,,,0
7195,7195,,Biagianti,Marco,1984-04-19,,,180.0,73.9,{},56992.0,,3,,,0
7196,7196,,Bizot,Marco,1991-03-01,,,193.0,84.8,{},195782.0,,3,,,0
7197,7197,,Borriello,Marco,1982-06-18,,,185.0,76.2,{},39447.0,,3,,,0
7198,7198,,Buerki,Marco,1993-07-01,,,183.0,79.8,{},320183.0,,3,,,0
7199,7199,,Calderoni,Marco,1989-02-18,,,180.0,74.8,{},155273.0,,3,,,0
7200,7200,,Caligiuri,Marco,1984-04-14,,,180.0,74.8,{},25628.0,,3,,,0
7201,7201,,Caneira,Marco,1979-02-09,,,178.0,74.8,{},34021.0,,3,,,0
7202,7202,,Capuano,Marco,1991-10-14,,,185.0,79.8,{},215723.0,,3,,,0
7203,7203,,Cassetti,Marco,1977-05-29,,,185.0,83.0,{},31938.0,,3,,,0
7204,7204,,Crimi,Marco,1990-03-17,,,178.0,64.9,{},202650.0,,3,,,0
7205,7205,,D'Alessandro,Marco,1991-02-17,,,173.0,64.9,{},182836.0,,3,,,0
7206,7206,,Da Silva,Marco,1992-04-01,,,183.0,72.1,{},215411.0,,3,,,0
7207,7207,,Davide Faraoni,Marco,1991-10-25,,,180.0,71.2,{},109338.0,,3,,,0
7208,7208,,Di Loreto,Marco,1974-09-28,,,185.0,86.2,{},38943.0,,3,,,0
7209,7209,,Di Vaio,Marco,1976-07-15,,,180.0,78.0,{},32749.0,,3,,,0
7210,7210,,Donadel,Marco,1983-04-21,,,178.0,73.0,{},24502.0,,3,,,0
7211,7211,,Engelhardt,Marco,1980-12-02,,,185.0,73.0,{},33686.0,,3,,,0
7212,7212,,Estrada,Marco,1983-05-28,,,178.0,73.0,{},49851.0,,3,,,0
7213,7213,,Fabian,Marco,1989-07-21,,,170.0,64.9,{},111897.0,,3,,,0
7214,7214,,Franin,Marco,1992-02-01,,,180.0,74.8,{},458810.0,,3,,,0
7215,7215,,"Haemmerli,24",Marco,1985-05-07,,,173.0,72.1,{},42253.0,,3,,,0
7216,7216,,Hoeger,Marco,1989-09-16,,,183.0,83.0,{},190796.0,,3,,,0
7217,7217,,Ilaimaharitra,Marco,1995-07-26,,,178.0,77.1,{},496285.0,,3,,,0
7218,7218,,Kehl-Gomez,Marco,1992-05-01,,,180.0,78.0,{},274778.0,,3,,,0
7219,7219,,Kurth,Marco,1978-08-18,,,178.0,73.0,{},37733.0,,3,,,0
7220,7220,,Malago,Marco,1978-12-03,,,183.0,78.9,{},24440.0,,3,,,0
7221,7221,,Mangold,Marco,1987-04-07,,,185.0,82.1,{},66995.0,,3,,,0
7222,7222,,Marchionni,Marco,1980-07-22,,,173.0,71.2,{},35643.0,,3,,,0
7223,7223,,Materazzi,Marco,1973-08-19,,,193.0,92.1,{},30716.0,,3,,,0
7224,7224,,Mathys,Marco,1987-07-05,,,185.0,77.1,{},66934.0,,3,,,0
7225,7225,,Matias,Marco,1989-05-01,,,183.0,72.1,{},40946.0,,3,,,0
7226,7226,,Motta,Marco,1986-05-14,,,185.0,76.2,{},27720.0,,3,,,0
7227,7227,,Natanel Torsiglieri,Marco,1988-01-12,,,190.0,86.2,{},157869.0,,3,,,0
7228,7228,,Padalino,Marco,1983-12-08,,,178.0,76.2,{},8881.0,,3,,,0
7229,7229,,Paixao,Marco,1984-09-19,,,185.0,78.9,{},179817.0,,3,,,0
7230,7230,,Pappa,Marco,1987-11-15,,,178.0,69.9,{},111199.0,,3,,,0
7231,7231,,Parolo,Marco,1985-01-25,,,183.0,74.8,{},73999.0,,3,,,0
7232,7232,,Paulo,Marco,1973-05-28,,,180.0,76.2,{},11752.0,,3,,,0
7233,7233,,Perez,Marco,1990-09-18,,,183.0,76.2,{},8780.0,,3,,,0
7234,7234,,Pisano,Marco,1981-08-13,,,175.0,68.9,{},33413.0,,3,,,0
7235,7235,,Ramos,Marco,1983-04-26,,,173.0,72.1,{},40011.0,,3,,,0
7236,7236,,Reus,Marco,1989-05-31,,,180.0,74.8,{},129944.0,,3,,,0
7237,7237,,Rigoni,Marco,1980-01-05,,,175.0,68.0,{},41394.0,,3,,,0
7238,7238,,Ritzberger,Marco,1986-12-27,,,188.0,81.2,{},37811.0,,3,,,0
7239,7239,,Rojas,Marco,1991-11-05,,,168.0,64.0,{},184610.0,,3,,,0
7240,7240,,Rossi,Marco,1987-09-03,,,188.0,82.1,{},25338.0,,3,,,0
7241,7241,,Rossi,Marco,1978-04-01,,,178.0,76.2,{},41760.0,,3,,,0
7242,7242,,Ruben,Marco,1986-10-26,,,178.0,74.8,{},18628.0,,3,,,0
7243,7243,,Russ,Marco,1985-08-04,,,190.0,88.0,{},27475.0,,3,,,0
7244,7244,,Sailer,Marco,1985-11-16,,,170.0,77.1,{},29340.0,,3,,,0
7245,7245,,Sangalli,Marco,1992-02-07,,,178.0,66.2,{},478391.0,,3,,,0
7246,7246,,Sau,Marco,1987-12-03,,,170.0,64.9,{},79253.0,,3,,,0
7247,7247,,Schneuwly,Marco,1985-03-27,,,183.0,82.1,{},34082.0,,3,,,0
7248,7248,,Schoenbaechler,Marco,1990-01-11,,,170.0,67.1,{},78410.0,,3,,,0
7249,7249,,Silvestri,Marco,1991-03-02,,,190.0,79.8,{},165952.0,,3,,,0
7250,7250,,Soares,Marco,1984-06-16,,,180.0,74.8,{},98385.0,,3,,,0
7251,7251,,Sportiello,Marco,1992-05-01,,,193.0,87.1,{},212630.0,,3,,,0
7252,7252,,Storari,Marco,1977-01-07,,,188.0,76.2,{},27615.0,,3,,,0
7253,7253,,Streller,Marco,1981-06-18,,,196.0,83.0,{},36025.0,,3,,,0
7254,7254,,Terrazzino,Marco,1991-04-15,,,175.0,76.2,{},149909.0,,3,,,0
7255,7255,,Thaler,Marco,1994-06-28,,,185.0,73.9,{},528188.0,,3,,,0
7256,7256,,van Duin,Marco,1987-02-11,,,190.0,78.9,{},109650.0,,3,,,0
7257,7257,,van Ginkel,Marco,1992-12-01,,,185.0,82.1,{},199291.0,,3,,,0
7258,7258,,Verratti,Marco,1992-11-05,,,165.0,59.9,{},190972.0,,3,,,0
7259,7259,,Woelfli,Marco,1982-08-22,,,185.0,83.0,{},25947.0,,3,,,0
7260,7260,,Zambelli,Marco,1985-08-22,,,180.0,77.1,{},41640.0,,3,,,0
7261,7261,,Zoro,Marco,1983-12-27,,,183.0,74.8,{},30959.0,,3,,,0
7262,7262,,Aguirre,Marcos,1984-03-03,,,170.0,68.0,{},18395.0,,3,,,0
7263,7263,,Alonso,Marcos,1990-12-28,,,188.0,81.2,{},196169.0,,3,,,0
7264,7264,,Angeleri,Marcos,1983-04-07,,,183.0,76.2,{},18520.0,,3,,,0
7265,7265,,Antonio,Marcos,1983-05-25,,,188.0,88.9,{},113976.0,,3,,,0
7266,7266,,Camozzato,Marcos,1983-06-17,,,178.0,71.2,{},47411.0,,3,,,0
7267,7267,,Ceara,Marcos,1980-06-18,,,175.0,81.2,{},20482.0,,3,,,0
7268,7268,,De Paula,Marcos,1983-12-19,,,185.0,79.8,{},74410.0,,3,,,0
7269,7269,,Gelabert,Marcos,1981-09-19,,,180.0,76.2,{},42232.0,,3,,,0
7270,7270,,Gullon,Marcos,1989-02-02,,,185.0,78.9,{},183184.0,,3,,,0
7271,7271,,Lopes,Marcos,1995-12-28,,,175.0,68.0,{},435669.0,,3,,,0
7272,7272,,Paulo,Marcos,1988-07-13,,,180.0,78.0,{},145020.0,,3,,,0
7273,7273,,Rojo,Marcos,1990-03-02,,,185.0,84.8,{},161035.0,,3,,,0
7274,7274,,Senna,Marcos,1976-07-17,,,178.0,76.2,{},30958.0,,3,,,0
7275,7275,,Tebar,Marcos,1986-02-07,,,185.0,77.1,{},75306.0,,3,,,0
7276,7276,,Vinicius,Marcos,1991-06-27,,,190.0,81.2,{},498295.0,,3,,,0
7277,7277,,,Marcos,1979-08-29,,,183.0,81.2,{},101041.0,,3,,,0
7278,7278,,Andreasson,Marcus,1978-07-13,,,190.0,91.2,{},37529.0,,3,,,0
7279,7279,,Berg,Marcus,1986-08-17,,,183.0,73.9,{},39141.0,,3,,,0
7280,7280,,Diniz,Marcus,1987-08-01,,,183.0,79.8,{},155268.0,,3,,,0
7281,7281,,Fraser,Marcus,1994-06-23,,,180.0,69.9,{},294863.0,,3,,,0
7282,7282,,Haber,Marcus,1989-01-11,,,190.0,87.1,{},195585.0,,3,,,0
7283,7283,,Hahnemann,Marcus,1972-06-15,,,190.0,99.8,{},30669.0,,3,,,0
7284,7284,,Nilsson,Marcus,1988-02-26,,,193.0,79.8,{},58491.0,,3,,,0
7285,7285,,Olsson,Marcus,1988-05-17,,,180.0,69.9,{},119273.0,,3,,,0
7286,7286,,Pedersen,Marcus,1990-06-08,,,180.0,79.8,{},41171.0,,3,,,0
7287,7287,,Rashford,Marcus,1997-10-31,,,180.0,69.9,{},696365.0,,3,,,0
7288,7288,,Regis Coco,Marcus,1996-06-24,,,180.0,74.8,{},606491.0,,3,,,0
7289,7289,,Cech,Marek,1983-01-26,,,183.0,73.9,{},25922.0,,3,,,0
7290,7290,,Hamsik,Marek,1987-07-27,,,183.0,78.9,{},41658.0,,3,,,0
7291,7291,,Jankulovski,Marek,1977-05-09,,,183.0,82.1,{},30870.0,,3,,,0
7292,7292,,Mintal,Marek,1977-09-02,,,183.0,81.2,{},27440.0,,3,,,0
7293,7293,,Saganowski,Marek,1978-10-31,,,178.0,78.0,{},36640.0,,3,,,0
7294,7294,,Sokolowski,Marek,1978-03-11,,,180.0,74.8,{},69252.0,,3,,,0
7295,7295,,Suchy,Marek,1988-03-29,,,183.0,76.2,{},22834.0,,3,,,0
7296,7296,,Szyndrowski,Marek,1980-10-03,,,183.0,74.8,{},69254.0,,3,,,0
7297,7297,,Wasiluk,Marek,1987-06-03,,,196.0,83.0,{},69261.0,,3,,,0
7298,7298,,Zienczuk,Marek,1978-09-24,,,183.0,74.8,{},30278.0,,3,,,0
7299,7299,,Kelemen,Marian,1979-12-07,,,188.0,83.9,{},75579.0,,3,,,0
7300,7300,,Kello,Marian,1982-09-05,,,188.0,87.1,{},148483.0,,3,,,0
7301,7301,,Sarr,Marian,1995-01-03,,,188.0,83.0,{},423631.0,,3,,,0
7302,7302,,Andujar,Mariano,1983-07-03,,,193.0,88.0,{},39415.0,,3,,,0
7303,7303,,Angel Paglialunga,Mariano,1988-10-29,,,183.0,78.0,{},113702.0,,3,,,0
7304,7304,,Bogliacino,Mariano,1980-06-02,,,178.0,72.1,{},41309.0,,3,,,0
7305,7305,,Damian Barbosa,Mariano,1984-07-27,,,188.0,74.8,{},38467.0,,3,,,0
7306,7306,,Gonzalez,Mariano,1981-05-05,,,175.0,79.8,{},38932.0,,3,,,0
7307,7307,,Julio Izco,Mariano,1983-03-13,,,180.0,77.1,{},39267.0,,3,,,0
7308,7308,,Pavone,Mariano,1982-05-27,,,180.0,79.8,{},18164.0,,3,,,0
7309,7309,,Pernia,Mariano,1977-05-04,,,178.0,81.2,{},34103.0,,3,,,0
7310,7310,,,Mariano,1986-06-23,,,178.0,68.9,{},122047.0,,3,,,0
7311,7311,,Jakolis,Marin,1996-12-26,,,183.0,67.1,{},466623.0,,3,,,0
7312,7312,,,Marinho,1983-04-26,,,165.0,62.1,{},112801.0,,3,,,0
7313,7313,,Defendi,Marino,1985-08-19,,,175.0,73.0,{},31207.0,,3,,,0
7314,7314,,Alberto Santana,Mario,1981-12-23,,,178.0,71.2,{},31725.0,,3,,,0
7315,7315,,Alvarez,Mario,1982-02-02,,,178.0,74.8,{},37427.0,,3,,,0
7316,7316,,Balotelli,Mario,1990-08-12,,,188.0,88.0,{},108808.0,,3,,,0
