id,_Personne__id_personne,_Personne__sex,_Personne__nom,_Personne__prenom,_Personne__date_naissance,_Personne__nationalite,_Personne__pays,_Personne__taille,_Personne__poids,_Personne__statut,_Personne__id_csv,_Competiteur__surnom,_Competiteur__sport_pratique,_Competiteur__numero_maillot,_Competiteur__poste_principal,_Competiteur__nombre_medailles
1,1,,Achiuwa,Precious,1999-09-19,,,203.2,102.0582,{},1630173.0,,1,5.0,Forward,0
2,2,,Adams,Steven,1993-07-02,,,210.82,120.20188,{},203500.0,,1,4.0,Center,0
3,3,,Adebayo,Bam,1997-07-18,,,205.74,115.66596,{},1628389.0,,1,13.0,Center-Forward,0
4,4,,Agbaji,Ochai,2000-04-02,,,195.57999999999998,97.52228,{},1630534.0,,1,30.0,Guard,0
5,5,,Aldama,Santi,2001-01-01,,,213.36,97.52228,{},1630583.0,,1,7.0,Forward-Center,0
6,6,,Alexander-Walker,Nickeil,1998-09-02,,,195.57999999999998,92.98636,{},1629638.0,,1,9.0,Guard,0
7,7,,Allen,Grayson,1995-10-08,,,193.04,89.811216,{},1628960.0,,1,12.0,Guard,0
8,8,,Allen,Jarrett,1998-04-21,,,205.74,110.222856,{},1628386.0,,1,31.0,Center,0
9,9,,Alvarado,Jose,1998-04-12,,,182.88,81.192968,{},1630631.0,,1,15.0,Guard,0
10,10,,Anderson,Kyle,1993-09-02,,,205.74,104.32616,{},203937.0,,1,5.0,Forward-Guard,0
11,11,,Antetokounmpo,Giannis,1994-12-06,,,213.36,110.222856,{},203507.0,,1,34.0,Forward,0
12,12,,Antetokounmpo,Thanasis,1992-07-18,,,200.66,99.336648,{},203648.0,,1,43.0,Forward,0
13,13,,Anthony,Cole,2000-05-15,,,190.5,83.91452,{},1630175.0,,1,50.0,Guard,0
14,14,,Anunoby,O.G.,1997-07-17,,,200.66,105.233344,{},1628384.0,,1,3.0,Forward,0
15,15,,Augustin,D.J.,1987-11-01,,,180.34,83.007336,{},201571.0,,1,4.0,Guard,0
16,16,,Ayton,Deandre,1998-07-23,,,213.36,113.398,{},1629028.0,,1,22.0,Center,0
17,17,,Azubuike,Udoka,1999-09-17,,,210.82,122.46984,{},1628962.0,,1,20.0,Center-Forward,0
18,18,,Bagley III,Marvin,1999-03-14,,,208.28,106.59412,{},1628963.0,,1,35.0,Forward,0
19,19,,Baldwin Jr.,Patrick,2002-11-18,,,205.74,99.79024,{},1631116.0,,1,7.0,Forward,0
20,20,,Ball,LaMelo,2001-08-22,,,200.66,81.64656,{},1630163.0,,1,1.0,Guard,0
21,21,,Ball,Lonzo,1997-10-27,,,198.12,86.18248,{},1628366.0,,1,2.0,Guard,0
22,22,,Banchero,Paolo,2002-11-12,,,208.28,113.398,{},1631094.0,,1,5.0,Forward,0
23,23,,Bane,Desmond,1998-06-25,,,195.57999999999998,97.52228,{},1630217.0,,1,22.0,Guard,0
24,24,,Banton,Dalano,1999-11-07,,,200.66,92.532768,{},1630625.0,,1,45.0,Forward,0
25,25,,Barlow,Dominick,2003-05-26,,,205.74,97.52228,{},1631230.0,,1,26.0,Forward,0
26,26,,Barnes,Harrison,1992-05-03,,,203.2,102.0582,{},203084.0,,1,40.0,Forward,0
27,27,,Barnes,Scottie,2001-08-01,,,203.2,102.0582,{},1630567.0,,1,4.0,Forward,0
28,28,,Barrett,RJ,2000-06-14,,,198.12,97.068688,{},1629628.0,,1,9.0,Forward-Guard,0
29,29,,Barton,Will,1991-01-06,,,195.57999999999998,82.100152,{},203115.0,,1,1.0,Guard,0
30,30,,Bassey,Charles,2000-10-28,,,205.74,104.32616,{},1629646.0,,1,28.0,Center-Forward,0
31,31,,Batum,Nicolas,1988-12-14,,,203.2,104.32616,{},201587.0,,1,33.0,Guard-Forward,0
32,32,,Bazley,Darius,2000-06-12,,,205.74,97.975872,{},1629647.0,,1,55.0,Forward,0
33,33,,Beal,Bradley,1993-06-28,,,193.04,93.893544,{},203078.0,,1,3.0,Guard,0
34,34,,Beasley,Malik,1996-11-26,,,193.04,84.821704,{},1627736.0,,1,5.0,Guard,0
35,35,,Beauchamp,MarJon,2000-10-12,,,200.66,90.264808,{},1630699.0,,1,0.0,Forward,0
36,36,,Bertans,Davis,1992-11-12,,,208.28,102.0582,{},202722.0,,1,44.0,Forward,0
37,37,,Beverley,Patrick,1988-07-12,,,187.96,81.64656,{},201976.0,,1,21.0,Guard,0
38,38,,Bey,Saddiq,1999-04-09,,,200.66,97.52228,{},1630180.0,,1,41.0,Forward,0
39,39,,Birch,Khem,1992-09-28,,,203.2,105.686936,{},203920.0,,1,24.0,Center,0
40,40,,Bitadze,Goga,1999-07-02,,,210.82,113.398,{},1629048.0,,1,88.0,Center-Forward,0
41,41,,Biyombo,Bismack,1992-08-28,,,203.2,115.66596,{},202687.0,,1,18.0,Center,0
42,42,,Boeheim,Buddy,1999-11-11,,,198.12,92.98636,{},1631205.0,,1,27.0,Forward,0
43,43,,Bogdanovic,Bojan,1989-04-18,,,200.66,102.511792,{},202711.0,,1,44.0,Forward,0
44,44,,Bol,Bol,1999-11-16,,,218.44000000000003,99.79024,{},1629626.0,,1,10.0,Center-Forward,0
45,45,,Booker,Devin,1996-10-03,,,195.57999999999998,93.439952,{},1626164.0,,1,1.0,Guard,0
46,46,,Boston Jr.,Brandon,2001-11-28,,,198.12,85.275296,{},1630527.0,,1,4.0,Guard,0
47,47,,Boucher,Chris,1993-01-11,,,205.74,90.7184,{},1628449.0,,1,25.0,Forward-Center,0
48,48,,Bouyea,Jamaree,1999-06-27,,,187.96,81.64656,{},1631123.0,,1,11.0,Guard,0
49,49,,Branham,Malaki,2003-05-12,,,193.04,81.64656,{},1631103.0,,1,22.0,Forward,0
50,50,,Braun,Christian,2001-04-17,,,198.12,99.79024,{},1631128.0,,1,0.0,Guard,0
51,51,,Bridges,Mikal,1996-08-03,,,198.12,94.80072799999999,{},1628969.0,,1,1.0,Guard-Forward,0
52,52,,Bridges,Miles,1998-03-21,,,200.66,102.0582,{},1628970.0,,1,0.0,Forward,0
53,53,,Brissett,Oshae,1998-06-02,,,200.66,95.25431999999999,{},1629052.0,,1,12.0,Forward-Guard,0
54,54,,Brooks,Dillon,1996-01-22,,,198.12,102.0582,{},1628415.0,,1,24.0,Guard-Forward,0
55,55,,Brown,Bruce,1996-08-15,,,193.04,91.625584,{},1628971.0,,1,11.0,Guard-Forward,0
56,56,,Brown,Jaylen,1996-10-24,,,198.12,101.151016,{},1627759.0,,1,7.0,Guard-Forward,0
57,57,,Brown,Kendall,2003-05-11,,,200.66,92.98636,{},1631112.0,,1,10.0,Guard,0
58,58,,Brown Jr.,Troy,1999-07-28,,,200.66,97.52228,{},1628972.0,,1,7.0,Guard-Forward,0
59,59,,Brunson,Jalen,1996-08-31,,,187.96,86.18248,{},1628973.0,,1,11.0,Guard,0
60,60,,Bryant,Thomas,1997-07-31,,,208.28,112.490816,{},1628418.0,,1,13.0,Center-Forward,0
61,61,,Bullock,Reggie,1991-03-16,,,198.12,92.98636,{},203493.0,,1,25.0,Guard-Forward,0
62,62,,Burks,Alec,1991-07-02,,,198.12,97.068688,{},202692.0,,1,5.0,Guard,0
63,63,,Butler,Jared,2000-08-25,,,190.5,87.543256,{},1630215.0,,1,14.0,Guard,0
64,64,,Butler,Jimmy,1989-09-14,,,200.66,104.32616,{},202710.0,,1,22.0,Forward,0
65,65,,Cain,Jamal,1999-03-02,,,198.12,86.636072,{},1631288.0,,1,8.0,Forward,0
66,66,,Caldwell-Pope,Kentavious,1993-02-18,,,195.57999999999998,92.532768,{},203484.0,,1,5.0,Guard,0
67,67,,Cancar,Vlatko,1997-04-01,,,203.2,107.047712,{},1628427.0,,1,31.0,Forward,0
68,68,,Capela,Clint,1994-05-18,,,208.28,116.119552,{},203991.0,,1,15.0,Center,0
69,69,,Carey Jr.,Vernon,2001-02-25,,,208.28,122.46984,{},1630176.0,,1,13.0,Center,0
70,70,,Carter,Jevon,1995-09-14,,,185.42,90.7184,{},1628975.0,,1,5.0,Guard,0
71,71,,Carter Jr.,Wendell,1999-04-16,,,208.28,122.46984,{},1628976.0,,1,34.0,Center-Forward,0
72,72,,Carter-Williams,Michael,1991-10-01,,,195.57999999999998,86.18248,{},203487.0,,1,11.0,Guard,0
73,73,,Caruso,Alex,1994-02-28,,,195.57999999999998,84.368112,{},1627936.0,,1,6.0,Guard,0
74,74,,Cauley-Stein,Willie,1993-08-18,,,213.36,108.86207999999999,{},1626161.0,,1,0.0,Center,0
75,75,,Champagnie,Julian,2001-06-29,,,200.66,98.429464,{},1630577.0,,1,30.0,Forward,0
76,76,,Champagnie,Justin,2001-06-29,,,198.12,93.439952,{},1630551.0,,1,99.0,Guard-Forward,0
77,77,,Christopher,Josh,2001-12-08,,,193.04,97.52228,{},1630528.0,,1,9.0,Guard,0
78,78,,Clarke,Brandon,1996-09-19,,,203.2,97.52228,{},1629634.0,,1,15.0,Forward,0
79,79,,Clarkson,Jordan,1992-06-07,,,195.57999999999998,87.996848,{},203903.0,,1,0.0,Guard,0
80,80,,Claxton,Nic,1999-04-17,,,210.82,97.52228,{},1629651.0,,1,33.0,Center,0
81,81,,Collins,John,1997-09-23,,,205.74,102.511792,{},1628381.0,,1,20.0,Forward-Center,0
82,82,,Collins,Zach,1997-11-19,,,210.82,113.398,{},1628380.0,,1,23.0,Forward-Center,0
83,83,,Conley,Mike,1987-10-11,,,185.42,79.3786,{},201144.0,,1,10.0,Guard,0
84,84,,Connaughton,Pat,1993-01-06,,,195.57999999999998,94.80072799999999,{},1626192.0,,1,24.0,Guard,0
85,85,,Covington,Robert,1990-12-14,,,200.66,94.80072799999999,{},203496.0,,1,23.0,Forward,0
86,86,,Craig,Torrey,1990-12-19,,,200.66,100.243832,{},1628470.0,,1,0.0,Forward,0
87,87,,Crowder,Jae,1990-07-06,,,198.12,106.59412,{},203109.0,,1,99.0,Forward,0
88,88,,Cunningham,Cade,2001-09-25,,,200.66,99.79024,{},1630595.0,,1,2.0,Guard,0
89,89,,Curry,Seth,1990-08-23,,,185.42,83.91452,{},203552.0,,1,30.0,Guard,0
90,90,,Curry,Stephen,1988-03-14,,,187.96,83.91452,{},201939.0,,1,30.0,Guard,0
91,91,,Daniels,Dyson,2003-03-17,,,200.66,90.264808,{},1630700.0,,1,11.0,Guard,0
92,92,,Davis,Anthony,1993-03-11,,,208.28,114.758776,{},203076.0,,1,3.0,Forward-Center,0
93,93,,Davis,Johnny,2002-02-27,,,193.04,88.45044,{},1631098.0,,1,1.0,Guard,0
94,94,,Davis,Terence,1997-05-16,,,193.04,91.171992,{},1629056.0,,1,3.0,Guard,0
95,95,,Davison,J.D.,2002-10-03,,,185.42,88.45044,{},1631120.0,,1,20.0,Guard,0
96,96,,Days,Darius,1999-10-02,,,200.66,111.13004,{},1630620.0,,1,5.0,Forward,0
97,97,,DeRozan,DeMar,1989-08-07,,,198.12,99.79024,{},201942.0,,1,11.0,Guard-Forward,0
98,98,,Dedmon,Dewayne,1989-08-12,,,208.28,111.13004,{},203473.0,,1,14.0,Center,0
99,99,,Dellavedova,Matthew,1990-09-08,,,190.5,90.7184,{},203521.0,,1,8.0,Guard,0
100,100,,DiVincenzo,Donte,1997-01-31,,,193.04,92.079176,{},1628978.0,,1,0.0,Guard,0
101,101,,Diabate,Moussa,2002-01-21,,,208.28,95.25431999999999,{},1631217.0,,1,25.0,Forward,0
102,102,,Diakite,Mamadi,1997-01-21,,,205.74,103.418976,{},1629603.0,,1,21.0,Forward,0
103,103,,Diallo,Hamidou,1998-07-31,,,195.57999999999998,91.625584,{},1628977.0,,1,6.0,Guard,0
104,104,,Dieng,Gorgui,1990-01-18,,,208.28,112.490816,{},203476.0,,1,41.0,Center,0
105,105,,Dinwiddie,Spencer,1993-04-06,,,195.57999999999998,97.52228,{},203915.0,,1,26.0,Guard,0
106,106,,Doncic,Luka,1999-02-28,,,200.66,104.32616,{},1629029.0,,1,77.0,Forward-Guard,0
107,107,,Dort,Luguentz,1999-04-19,,,193.04,99.79024,{},1629652.0,,1,5.0,Guard,0
108,108,,Dosunmu,Ayo,2000-01-17,,,195.57999999999998,90.7184,{},1630245.0,,1,12.0,Guard,0
109,109,,Dowtin Jr.,Jeff,1997-05-01,,,190.5,80.28578399999999,{},1630288.0,,1,20.0,Guard,0
110,110,,Dozier,PJ,1996-10-25,,,198.12,92.98636,{},1628408.0,,1,35.0,Guard-Forward,0
111,111,,Dragic,Goran,1986-05-06,,,193.04,86.18248,{},201609.0,,1,31.0,Guard,0
112,112,,Drummond,Andre,1993-08-01,,,210.82,126.552168,{},203083.0,,1,3.0,Center,0
113,113,,Duarte,Chris,1997-06-13,,,195.57999999999998,86.18248,{},1630537.0,,1,3.0,Guard,0
114,114,,Duke Jr.,David,1999-10-13,,,193.04,92.532768,{},1630561.0,,1,6.0,Guard,0
115,115,,Dunn,Kris,1994-03-18,,,190.5,92.98636,{},1627739.0,,1,11.0,Guard,0
116,116,,Durant,Kevin,1988-09-29,,,208.28,108.86207999999999,{},201142.0,,1,35.0,Forward,0
117,117,,Duren,Jalen,2003-11-18,,,210.82,113.398,{},1631105.0,,1,0.0,Center,0
118,118,,Eason,Tari,2001-05-01,,,203.2,97.52228,{},1631106.0,,1,17.0,Forward,0
119,119,,Edwards,Anthony,2001-08-05,,,193.04,102.0582,{},1630162.0,,1,1.0,Guard,0
120,120,,Ellis,Keon,2000-01-08,,,190.5,79.3786,{},1631165.0,,1,23.0,Guard,0
121,121,,Embiid,Joel,1994-03-16,,,213.36,127.00576,{},203954.0,,1,21.0,Center-Forward,0
122,122,,Eubanks,Drew,1997-02-01,,,208.28,111.13004,{},1629234.0,,1,24.0,Forward-Center,0
123,123,,Fernando,Bruno,1998-08-15,,,208.28,108.86207999999999,{},1628981.0,,1,0.0,Forward-Center,0
124,124,,Fontecchio,Simone,1995-12-09,,,200.66,94.80072799999999,{},1631323.0,,1,16.0,Forward,0
125,125,,Forrest,Trent,1998-06-12,,,193.04,95.25431999999999,{},1630235.0,,1,2.0,Guard,0
126,126,,Fournier,Evan,1992-10-29,,,198.12,92.98636,{},203095.0,,1,13.0,Guard-Forward,0
127,127,,Fox,De'Aaron,1997-12-02,,,190.5,83.91452,{},1628368.0,,1,5.0,Guard,0
128,128,,Fultz,Markelle,1998-05-29,,,193.04,94.80072799999999,{},1628365.0,,1,20.0,Guard,0
129,129,,Gabriel,Wenyen,1997-03-26,,,205.74,92.98636,{},1629117.0,,1,35.0,Forward,0
130,130,,Gafford,Daniel,1998-10-01,,,208.28,106.140528,{},1629655.0,,1,21.0,Forward-Center,0
131,131,,Gallinari,Danilo,1988-08-08,,,208.28,107.047712,{},201568.0,,1,8.0,Forward,0
132,132,,Garland,Darius,2000-01-26,,,185.42,87.089664,{},1629636.0,,1,10.0,Guard,0
133,133,,Garuba,Usman,2002-03-09,,,203.2,103.872568,{},1630586.0,,1,16.0,Forward,0
134,134,,Gay,Rudy,1986-08-17,,,203.2,113.398,{},200752.0,,1,22.0,Forward-Guard,0
135,135,,Gibson,Taj,1985-06-24,,,205.74,105.233344,{},201959.0,,1,67.0,Forward,0
136,136,,Giddey,Josh,2002-10-01,,,203.2,97.975872,{},1630581.0,,1,3.0,Guard,0
137,137,,Gilgeous-Alexander,Shai,1998-07-12,,,198.12,88.45044,{},1628983.0,,1,2.0,Guard,0
138,138,,Gill,Anthony,1992-10-17,,,203.2,104.32616,{},1630264.0,,1,16.0,Forward,0
139,139,,Gillespie,Collin,1999-06-25,,,185.42,88.45044,{},1631221.0,,1,21.0,Guard,0
140,140,,Gobert,Rudy,1992-06-26,,,215.9,117.026736,{},203497.0,,1,27.0,Center,0
141,141,,Goodwin,Jordan,1998-10-23,,,190.5,90.7184,{},1630692.0,,1,7.0,Guard,0
142,142,,Gordon,Aaron,1995-09-16,,,203.2,106.59412,{},203932.0,,1,50.0,Forward,0
143,143,,Graham,Devonte',1995-02-22,,,185.42,88.45044,{},1628984.0,,1,4.0,Guard,0
144,144,,Gray,RaiQuan,1999-07-07,,,200.66,122.016248,{},1630564.0,,1,0.0,Forward,0
145,145,,Green,AJ,1999-09-27,,,195.57999999999998,86.18248,{},1631260.0,,1,20.0,Guard,0
146,146,,Green,Danny,1987-06-22,,,198.12,97.52228,{},201980.0,,1,14.0,Guard,0
147,147,,Green,Draymond,1990-03-04,,,198.12,104.32616,{},203110.0,,1,23.0,Forward,0
148,148,,Green,JaMychal,1990-06-21,,,205.74,102.965384,{},203210.0,,1,1.0,Forward-Center,0
149,149,,Green,Jalen,2002-02-09,,,193.04,84.368112,{},1630224.0,,1,4.0,Guard,0
150,150,,Green,Javonte,1993-07-23,,,195.57999999999998,92.98636,{},1629750.0,,1,24.0,Guard,0
151,151,,Green,Jeff,1986-08-28,,,203.2,106.59412,{},201145.0,,1,32.0,Forward,0
152,152,,Green,Josh,2000-11-16,,,200.66,90.7184,{},1630182.0,,1,8.0,Guard,0
153,153,,Griffin,AJ,2003-08-25,,,198.12,99.79024,{},1631100.0,,1,14.0,Forward,0
154,154,,Griffin,Blake,1989-03-16,,,205.74,113.398,{},201933.0,,1,91.0,Forward,0
155,155,,Grimes,Quentin,2000-05-08,,,195.57999999999998,95.25431999999999,{},1629656.0,,1,6.0,Guard,0
156,156,,Hachimura,Rui,1998-02-08,,,203.2,104.32616,{},1629060.0,,1,28.0,Forward,0
157,157,,Haliburton,Tyrese,2000-02-29,,,195.57999999999998,83.91452,{},1630169.0,,1,0.0,Guard,0
158,158,,Hardaway Jr.,Tim,1992-03-16,,,195.57999999999998,92.98636,{},203501.0,,1,11.0,Guard-Forward,0
159,159,,Harden,James,1989-08-26,,,195.57999999999998,99.79024,{},201935.0,,1,1.0,Guard,0
160,160,,Hardy,Jaden,2002-07-05,,,190.5,89.811216,{},1630702.0,,1,3.0,Guard,0
161,161,,Harper Jr.,Ron,2000-04-12,,,195.57999999999998,111.13004,{},1631199.0,,1,8.0,Forward,0
162,162,,Harrell,Montrezl,1994-01-26,,,200.66,108.86207999999999,{},1626149.0,,1,5.0,Forward-Center,0
163,163,,Harris,Gary,1994-09-14,,,193.04,95.25431999999999,{},203914.0,,1,14.0,Guard,0
164,164,,Harris,Joe,1991-09-06,,,198.12,99.79024,{},203925.0,,1,12.0,Guard-Forward,0
165,165,,Harris,Kevon,1997-06-24,,,198.12,97.975872,{},1630284.0,,1,7.0,Guard,0
166,166,,Harris,Tobias,1992-07-15,,,200.66,102.511792,{},202699.0,,1,12.0,Forward,0
167,167,,Hartenstein,Isaiah,1998-05-05,,,213.36,113.398,{},1628392.0,,1,55.0,Center-Forward,0
168,168,,Haslem,Udonis,1980-06-09,,,200.66,106.59412,{},2617.0,,1,40.0,Forward,0
169,169,,Hauser,Sam,1997-12-08,,,200.66,98.429464,{},1630573.0,,1,30.0,Forward,0
170,170,,Hayes,Jaxson,2000-05-23,,,213.36,99.79024,{},1629637.0,,1,10.0,Center-Forward,0
171,171,,Hayes,Killian,2001-07-27,,,195.57999999999998,88.45044,{},1630165.0,,1,7.0,Guard,0
172,172,,Hayward,Gordon,1990-03-23,,,200.66,102.0582,{},202330.0,,1,20.0,Forward,0
173,173,,Hernangomez,Willy,1994-05-27,,,210.82,113.398,{},1626195.0,,1,9.0,Center-Forward,0
174,174,,Hield,Buddy,1992-12-17,,,193.04,99.79024,{},1627741.0,,1,24.0,Guard,0
175,175,,Highsmith,Haywood,1996-12-09,,,195.57999999999998,99.79024,{},1629312.0,,1,24.0,Forward,0
176,176,,Hill,George,1986-05-04,,,193.04,85.275296,{},201588.0,,1,7.0,Guard,0
177,177,,Holiday,Aaron,1996-09-03,,,182.88,83.91452,{},1628988.0,,1,3.0,Guard,0
178,178,,Holiday,Jrue,1990-06-12,,,195.57999999999998,92.98636,{},201950.0,,1,21.0,Guard,0
179,179,,Holiday,Justin,1989-04-05,,,198.12,81.64656,{},203200.0,,1,0.0,Forward-Guard,0
180,180,,Holmes,Richaun,1993-10-15,,,203.2,106.59412,{},1626158.0,,1,22.0,Forward,0
181,181,,Holmgren,Chet,2002-05-01,,,215.9,88.45044,{},1631096.0,,1,7.0,Center-Forward,0
182,182,,Horford,Al,1986-06-03,,,205.74,108.86207999999999,{},201143.0,,1,42.0,Center-Forward,0
183,183,,Horton-Tucker,Talen,2000-11-25,,,193.04,106.140528,{},1629659.0,,1,0.0,Guard,0
184,184,,House Jr.,Danuel,1993-06-07,,,198.12,99.79024,{},1627863.0,,1,25.0,Forward-Guard,0
185,185,,Houstan,Caleb,2003-01-09,,,203.2,92.98636,{},1631216.0,,1,2.0,Guard,0
186,186,,Huff,Jay,1997-08-25,,,215.9,108.86207999999999,{},1630643.0,,1,34.0,Center,0
187,187,,Hunter,De'Andre,1997-12-02,,,203.2,100.243832,{},1629631.0,,1,12.0,Forward-Guard,0
188,188,,Hyland,Bones,2000-09-14,,,187.96,76.657048,{},1630538.0,,1,5.0,Guard,0
189,189,,Ingles,Joe,1987-10-02,,,205.74,99.79024,{},204060.0,,1,7.0,Forward-Guard,0
190,190,,Ingram,Brandon,1997-09-02,,,203.2,86.18248,{},1627742.0,,1,14.0,Forward,0
191,191,,Irving,Kyrie,1992-03-23,,,187.96,88.45044,{},202681.0,,1,2.0,Guard,0
192,192,,Isaac,Jonathan,1997-10-03,,,208.28,104.32616,{},1628371.0,,1,1.0,Forward,0
193,193,,Ivey,Jaden,2002-02-13,,,193.04,88.45044,{},1631093.0,,1,23.0,Guard,0
194,194,,Jackson,Isaiah,2002-01-01,,,205.74,92.98636,{},1630543.0,,1,22.0,Forward,0
195,195,,Jackson,Reggie,1990-04-16,,,187.96,94.347136,{},202704.0,,1,7.0,Guard,0
196,196,,Jackson Jr.,Jaren,1999-09-15,,,208.28,109.76926399999999,{},1628991.0,,1,13.0,Forward-Center,0
197,197,,James,LeBron,1984-12-03,,,205.74,113.398,{},2544.0,,1,6.0,Forward,0
198,198,,Jeffries,DaQuan,1997-08-03,,,195.57999999999998,100.697424,{},1629610.0,,1,8.0,Guard-Forward,0
199,199,,Jerome,Ty,1997-07-08,,,195.57999999999998,88.45044,{},1629660.0,,1,10.0,Guard-Forward,0
200,200,,Johnson,Cameron,1996-03-03,,,203.2,95.25431999999999,{},1629661.0,,1,2.0,Forward,0
201,201,,Johnson,Jalen,2001-12-18,,,203.2,99.336648,{},1630552.0,,1,1.0,Forward,0
202,202,,Johnson,James,1987-02-02,,,200.66,108.86207999999999,{},201949.0,,1,16.0,Forward,0
203,203,,Johnson,Keon,2002-03-01,,,190.5,83.91452,{},1630553.0,,1,6.0,Guard,0
204,204,,Jokic,Nikola,1995-02-19,,,210.82,128.820128,{},203999.0,,1,15.0,Center,0
205,205,,Jones,Carlik,1997-12-23,,,182.88,78.925008,{},1630637.0,,1,22.0,Guard,0
206,206,,Jones,Damian,1995-06-03,,,210.82,111.13004,{},1627745.0,,1,15.0,Center,0
207,207,,Jones,Herbert,1998-10-06,,,200.66,93.439952,{},1630529.0,,1,5.0,Forward,0
208,208,,Jones,Kai,2001-01-19,,,210.82,100.243832,{},1630539.0,,1,23.0,Center-Forward,0
209,209,,Jones,Tre,2000-01-08,,,185.42,83.91452,{},1630200.0,,1,33.0,Guard,0
210,210,,Jones,Tyus,1996-05-01,,,187.96,88.904032,{},1626145.0,,1,21.0,Guard,0
211,211,,Jones Jr.,Derrick,1997-02-15,,,198.12,95.25431999999999,{},1627884.0,,1,5.0,Forward,0
212,212,,Jordan,DeAndre,1988-07-21,,,210.82,120.20188,{},201599.0,,1,6.0,Center,0
213,213,,Joseph,Cory,1991-08-02,,,190.5,90.7184,{},202709.0,,1,18.0,Guard,0
214,214,,Jovic,Nikola,2003-06-09,,,208.28,92.98636,{},1631107.0,,1,5.0,Forward,0
215,215,,Juzang,Johnny,2001-03-17,,,198.12,94.80072799999999,{},1630548.0,,1,33.0,Guard,0
216,216,,Kaminsky,Frank,1993-04-04,,,213.36,108.86207999999999,{},1626163.0,,1,33.0,Forward-Center,0
217,217,,Keels,Trevor,2003-08-26,,,193.04,100.243832,{},1631211.0,,1,3.0,Guard,0
218,218,,Kennard,Luke,1996-06-24,,,195.57999999999998,93.439952,{},1628379.0,,1,10.0,Guard,0
219,219,,Kessler,Walker,2001-07-26,,,213.36,111.13004,{},1631117.0,,1,24.0,Center,0
220,220,,King,Louis,1999-04-06,,,200.66,92.98636,{},1629663.0,,1,23.0,Forward,0
221,221,,Kispert,Corey,1999-03-03,,,198.12,101.604608,{},1630557.0,,1,24.0,Forward,0
222,222,,Kleber,Maxi,1992-01-29,,,208.28,108.86207999999999,{},1628467.0,,1,42.0,Forward,0
223,223,,Knox II,Kevin,1999-08-11,,,200.66,97.52228,{},1628995.0,,1,11.0,Forward,0
224,224,,Koloko,Christian,2000-06-02,,,213.36,104.32616,{},1631132.0,,1,35.0,Center,0
225,225,,Konchar,John,1996-03-22,,,195.57999999999998,95.25431999999999,{},1629723.0,,1,46.0,Guard,0
226,226,,Korkmaz,Furkan,1997-07-24,,,200.66,91.625584,{},1627788.0,,1,30.0,Guard-Forward,0
227,227,,Krejci,Vit,2000-06-19,,,203.2,88.45044,{},1630249.0,,1,27.0,Guard,0
228,228,,Kuzma,Kyle,1995-07-24,,,205.74,100.243832,{},1628398.0,,1,33.0,Forward,0
229,229,,LaRavia,Jake,2001-11-03,,,200.66,106.59412,{},1631222.0,,1,3.0,Forward,0
230,230,,LaVine,Zach,1995-03-01,,,195.57999999999998,90.7184,{},203897.0,,1,8.0,Guard,0
231,231,,Lamb,Anthony,1998-01-02,,,198.12,102.965384,{},1630237.0,,1,40.0,Forward,0
232,232,,Landale,Jock,1995-10-25,,,210.82,115.66596,{},1629111.0,,1,11.0,Center,0
233,233,,Langford,Romeo,1999-10-25,,,195.57999999999998,97.975872,{},1629641.0,,1,35.0,Guard-Forward,0
234,234,,Lawson,A.J.,2000-07-15,,,198.12,81.192968,{},1630639.0,,1,9.0,Guard,0
235,235,,LeVert,Caris,1994-08-25,,,198.12,92.98636,{},1627747.0,,1,3.0,Guard,0
236,236,,Lee,Damion,1992-10-21,,,195.57999999999998,95.25431999999999,{},1627814.0,,1,10.0,Guard-Forward,0
237,237,,Lee,Saben,1999-06-23,,,187.96,83.007336,{},1630240.0,,1,38.0,Guard,0
238,238,,Len,Alex,1993-06-16,,,218.44000000000003,113.398,{},203458.0,,1,25.0,Center,0
239,239,,Leonard,Kawhi,1991-06-29,,,200.66,102.0582,{},202695.0,,1,2.0,Forward,0
240,240,,Leonard,Meyers,1992-02-27,,,213.36,117.93392,{},203086.0,,1,3.0,Forward-Center,0
241,241,,Lewis,Justin,2002-04-12,,,200.66,111.13004,{},1631171.0,,1,34.0,Forward,0
242,242,,Lillard,Damian,1990-07-15,,,187.96,88.45044,{},203081.0,,1,0.0,Guard,0
243,243,,Little,Nassir,2000-02-11,,,195.57999999999998,99.79024,{},1629642.0,,1,10.0,Forward-Guard,0
244,244,,Livers,Isaiah,1998-07-28,,,198.12,105.233344,{},1630587.0,,1,12.0,Forward,0
245,245,,Lofton Jr.,Kenneth,2002-08-14,,,198.12,124.7378,{},1631254.0,,1,6.0,Forward,0
246,246,,Looney,Kevon,1996-02-06,,,205.74,100.697424,{},1626172.0,,1,5.0,Forward,0
247,247,,Lopez,Robin,1988-04-01,,,213.36,127.459352,{},201577.0,,1,33.0,Center,0
248,248,,Love,Kevin,1988-09-07,,,203.2,113.851592,{},201567.0,,1,0.0,Forward-Center,0
249,249,,Lowry,Kyle,1986-03-25,,,182.88,88.904032,{},200768.0,,1,7.0,Guard,0
250,250,,Maledon,Theo,2001-06-12,,,195.57999999999998,79.3786,{},1630177.0,,1,9.0,Guard,0
251,251,,Mamukelashvili,Sandro,1999-05-23,,,208.28,108.86207999999999,{},1630572.0,,1,54.0,Forward-Center,0
