id,_Match__id_match,_Match__heure_debut,_Match__heure_fin,_Match__jour,_Match__ville,_Match__liste_equipes_participantes,_Match__score,_Match__arbitre,_Match__lieu,_Match__id_csv,_Match__statistiques_diverses,_Match__duree
15822,15822,,,2012-10-27,,"[200, 191]","[(200, 2), (191, 0)]",,,1222820,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 10}",
15823,15823,,,2012-10-27,,"[193, 189]","[(193, 0), (189, 0)]",,,1222821,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 10}",
15824,15824,,,2012-10-27,,"[206, 204]","[(206, 1), (204, 4)]",,,1222825,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 10}",
15825,15825,,,2012-10-28,,"[198, 192]","[(198, 2), (192, 2)]",,,1222829,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 10}",
15826,15826,,,2012-10-28,,"[208, 196]","[(208, 1), (196, 2)]",,,1222831,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 10}",
15827,15827,,,2012-10-28,,"[197, 202]","[(197, 6), (202, 3)]",,,1222833,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 10}",
15828,15828,,,2012-10-28,,"[205, 190]","[(205, 0), (190, 1)]",,,1222834,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 10}",
15829,15829,,,2012-10-28,,"[187, 203]","[(187, 1), (203, 2)]",,,1222836,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 10}",
15830,15830,,,2012-11-02,,"[189, 200]","[(189, 0), (200, 0)]",,,1222839,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 11}",
15831,15831,,,2012-11-03,,"[192, 187]","[(192, 0), (187, 2)]",,,1222843,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 11}",
15832,15832,,,2012-11-03,,"[191, 195]","[(191, 1), (195, 5)]",,,1222845,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 11}",
15833,15833,,,2012-11-04,,"[203, 206]","[(203, 1), (206, 2)]",,,1222847,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 11}",
15834,15834,,,2012-11-03,,"[196, 197]","[(196, 4), (197, 0)]",,,1222849,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 11}",
15835,15835,,,2012-11-04,,"[188, 193]","[(188, 1), (193, 2)]",,,1222851,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 11}",
15836,15836,,,2012-11-04,,"[202, 208]","[(202, 2), (208, 1)]",,,1222852,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 11}",
15837,15837,,,2012-11-04,,"[190, 198]","[(190, 3), (198, 0)]",,,1222854,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 11}",
15838,15838,,,2012-11-04,,"[204, 205]","[(204, 2), (205, 1)]",,,1222855,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 11}",
15839,15839,,,2012-11-09,,"[204, 188]","[(204, 0), (188, 1)]",,,1222860,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 12}",
15840,15840,,,2012-11-10,,"[205, 195]","[(205, 4), (195, 0)]",,,1222863,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 12}",
15841,15841,,,2012-11-10,,"[206, 191]","[(206, 4), (191, 1)]",,,1222864,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 12}",
15842,15842,,,2012-11-10,,"[193, 197]","[(193, 3), (197, 2)]",,,1222866,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 12}",
15843,15843,,,2012-11-11,,"[187, 190]","[(187, 0), (190, 0)]",,,1222868,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 12}",
15844,15844,,,2012-11-11,,"[198, 189]","[(198, 5), (189, 2)]",,,1222870,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 12}",
15845,15845,,,2012-11-10,,"[200, 203]","[(200, 2), (203, 2)]",,,1222871,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 12}",
15846,15846,,,2012-11-11,,"[208, 192]","[(208, 2), (192, 4)]",,,1222872,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 12}",
15847,15847,,,2012-11-11,,"[196, 202]","[(196, 5), (202, 1)]",,,1222873,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 12}",
15848,15848,,,2012-11-17,,"[200, 196]","[(200, 1), (196, 6)]",,,1222874,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 13}",
15849,15849,,,2012-11-17,,"[202, 205]","[(202, 0), (205, 2)]",,,1222875,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 13}",
15850,15850,,,2012-11-17,,"[208, 204]","[(208, 2), (204, 0)]",,,1222876,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 13}",
15851,15851,,,2012-11-17,,"[192, 206]","[(192, 2), (206, 0)]",,,1222877,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 13}",
15852,15852,,,2012-11-17,,"[188, 203]","[(188, 1), (203, 1)]",,,1222878,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 13}",
15853,15853,,,2012-11-18,,"[187, 193]","[(187, 4), (193, 1)]",,,1222880,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 13}",
15854,15854,,,2012-11-18,,"[197, 189]","[(197, 5), (189, 1)]",,,1222882,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 13}",
15855,15855,,,2012-11-18,,"[198, 191]","[(198, 3), (191, 0)]",,,1222885,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 13}",
15856,15856,,,2012-11-18,,"[195, 190]","[(195, 1), (190, 1)]",,,1222887,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 13}",
15857,15857,,,2012-11-23,,"[204, 200]","[(204, 0), (200, 3)]",,,1222891,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 14}",
15858,15858,,,2012-11-24,,"[193, 195]","[(193, 2), (195, 0)]",,,1222892,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 14}",
15859,15859,,,2012-11-24,,"[205, 188]","[(205, 1), (188, 1)]",,,1222893,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 14}",
15860,15860,,,2012-11-24,,"[191, 197]","[(191, 2), (197, 2)]",,,1222894,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 14}",
15861,15861,,,2012-11-25,,"[189, 192]","[(189, 1), (192, 2)]",,,1222895,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 14}",
15862,15862,,,2012-11-25,,"[196, 187]","[(196, 1), (187, 2)]",,,1222896,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 14}",
15863,15863,,,2012-11-25,,"[203, 198]","[(203, 0), (198, 2)]",,,1222897,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 14}",
15864,15864,,,2012-11-24,,"[206, 202]","[(206, 1), (202, 1)]",,,1222898,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 14}",
15865,15865,,,2012-11-25,,"[190, 208]","[(190, 2), (208, 2)]",,,1222899,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 14}",
15866,15866,,,2012-11-30,,"[208, 206]","[(208, 0), (206, 0)]",,,1222900,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 15}",
15867,15867,,,2012-12-02,,"[188, 197]","[(188, 2), (197, 0)]",,,1222901,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 15}",
15868,15868,,,2012-12-01,,"[198, 205]","[(198, 2), (205, 0)]",,,1222902,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 15}",
15869,15869,,,2012-12-01,,"[191, 202]","[(191, 3), (202, 1)]",,,1222903,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 15}",
15870,15870,,,2012-12-01,,"[192, 196]","[(192, 3), (196, 1)]",,,1222904,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 15}",
15871,15871,,,2012-12-02,,"[193, 204]","[(193, 1), (204, 1)]",,,1222905,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 15}",
15872,15872,,,2012-12-01,,"[190, 200]","[(190, 2), (200, 0)]",,,1222906,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 15}",
15873,15873,,,2012-12-02,,"[195, 203]","[(195, 2), (203, 1)]",,,1222907,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 15}",
15874,15874,,,2012-12-02,,"[187, 189]","[(187, 3), (189, 0)]",,,1222908,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 15}",
15875,15875,,,2012-12-07,,"[197, 195]","[(197, 1), (195, 1)]",,,1222909,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 16}",
15876,15876,,,2012-12-08,,"[205, 193]","[(205, 2), (193, 0)]",,,1222910,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 16}",
15877,15877,,,2012-12-08,,"[200, 208]","[(200, 1), (208, 1)]",,,1222911,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 16}",
15878,15878,,,2012-12-08,,"[192, 188]","[(192, 2), (188, 0)]",,,1222912,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 16}",
15879,15879,,,2012-12-09,,"[204, 198]","[(204, 2), (198, 2)]",,,1222914,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 16}",
15880,15880,,,2012-12-09,,"[202, 189]","[(202, 4), (189, 4)]",,,1222915,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 16}",
15881,15881,,,2012-12-09,,"[206, 187]","[(206, 3), (187, 1)]",,,1222916,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 16}",
15882,15882,,,2012-12-08,,"[203, 191]","[(203, 0), (191, 0)]",,,1222918,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 16}",
15883,15883,,,2012-12-09,,"[196, 190]","[(196, 3), (190, 0)]",,,1222920,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 16}",
15884,15884,,,2012-12-14,,"[190, 197]","[(190, 3), (197, 2)]",,,1223006,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 17}",
15885,15885,,,2012-12-15,,"[208, 203]","[(208, 1), (203, 2)]",,,1223007,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 17}",
15886,15886,,,2012-12-15,,"[188, 206]","[(188, 0), (206, 0)]",,,1223008,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 17}",
15887,15887,,,2012-12-15,,"[189, 204]","[(189, 0), (204, 0)]",,,1223009,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 17}",
15888,15888,,,2012-12-15,,"[193, 196]","[(193, 1), (196, 1)]",,,1223011,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 17}",
15889,15889,,,2012-12-16,,"[195, 202]","[(195, 3), (202, 1)]",,,1223015,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 17}",
15890,15890,,,2012-12-16,,"[187, 205]","[(187, 2), (205, 2)]",,,1223017,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 17}",
15891,15891,,,2012-12-16,,"[198, 200]","[(198, 3), (200, 2)]",,,1223019,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 17}",
15892,15892,,,2012-12-16,,"[191, 192]","[(191, 2), (192, 4)]",,,1223020,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 17}",
15893,15893,,,2012-12-21,,"[203, 190]","[(203, 0), (190, 3)]",,,1223024,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 18}",
15894,15894,,,2012-12-22,,"[202, 187]","[(202, 2), (187, 1)]",,,1223026,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 18}",
15895,15895,,,2012-12-22,,"[197, 208]","[(197, 1), (208, 1)]",,,1223027,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 18}",
15896,15896,,,2012-12-22,,"[200, 193]","[(200, 2), (193, 0)]",,,1223030,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 18}",
15897,15897,,,2012-12-22,,"[204, 196]","[(204, 1), (196, 6)]",,,1223032,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 18}",
15898,15898,,,2012-12-23,,"[198, 188]","[(198, 2), (188, 1)]",,,1223035,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 18}",
15899,15899,,,2012-12-23,,"[195, 192]","[(195, 0), (192, 0)]",,,1223037,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 18}",
15900,15900,,,2012-12-23,,"[205, 191]","[(205, 0), (191, 0)]",,,1223038,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 18}",
15901,15901,,,2012-12-23,,"[206, 189]","[(206, 2), (189, 4)]",,,1223040,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 18}",
15902,15902,,,2013-01-18,,"[196, 208]","[(196, 1), (208, 3)]",,,1223043,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 19}",
15903,15903,,,2013-01-19,,"[202, 197]","[(202, 0), (197, 1)]",,,1223047,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 19}",
15904,15904,,,2013-01-19,,"[190, 205]","[(190, 0), (205, 0)]",,,1223049,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 19}",
15905,15905,,,2013-01-19,,"[203, 187]","[(203, 4), (187, 1)]",,,1223051,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 19}",
15906,15906,,,2013-01-19,,"[204, 206]","[(204, 1), (206, 0)]",,,1223053,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 19}",
15907,15907,,,2013-01-20,,"[188, 195]","[(188, 0), (195, 2)]",,,1223056,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 19}",
15908,15908,,,2013-01-20,,"[191, 200]","[(191, 1), (200, 1)]",,,1223057,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 19}",
15909,15909,,,2013-01-20,,"[192, 198]","[(192, 3), (198, 0)]",,,1223058,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 19}",
15910,15910,,,2013-01-20,,"[189, 193]","[(189, 2), (193, 0)]",,,1223059,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 19}",
15911,15911,,,2012-08-18,,"[196, 189]","[(196, 5), (189, 0)]",,,1222677,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 2}",
15912,15912,,,2012-08-18,,"[204, 190]","[(204, 0), (190, 1)]",,,1222678,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 2}",
15913,15913,,,2012-08-18,,"[208, 187]","[(208, 0), (187, 1)]",,,1222679,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 2}",
15914,15914,,,2012-08-18,,"[206, 195]","[(206, 1), (195, 3)]",,,1222680,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 2}",
15915,15915,,,2012-08-18,,"[198, 202]","[(198, 1), (202, 1)]",,,1222681,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 2}",
15916,15916,,,2012-08-19,,"[188, 191]","[(188, 1), (191, 1)]",,,1222682,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 2}",
15917,15917,,,2012-08-19,,"[193, 192]","[(193, 1), (192, 6)]",,,1222683,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 2}",
15918,15918,,,2012-08-19,,"[200, 205]","[(200, 2), (205, 2)]",,,1222684,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 2}",
15919,15919,,,2012-08-19,,"[203, 197]","[(203, 3), (197, 1)]",,,1222685,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 2}",
15920,15920,,,2013-01-25,,"[206, 203]","[(206, 1), (203, 4)]",,,1223066,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 20}",
15921,15921,,,2013-01-26,,"[197, 196]","[(197, 1), (196, 5)]",,,1223069,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 20}",
15922,15922,,,2013-01-26,,"[200, 189]","[(200, 2), (189, 2)]",,,1223070,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 20}",
15923,15923,,,2013-01-26,,"[208, 202]","[(208, 1), (202, 1)]",,,1223072,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 20}",
15924,15924,,,2013-01-26,,"[205, 204]","[(205, 0), (204, 4)]",,,1223073,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 20}",
15925,15925,,,2013-01-27,,"[187, 192]","[(187, 3), (192, 2)]",,,1223074,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 20}",
15926,15926,,,2013-01-27,,"[198, 190]","[(198, 0), (190, 0)]",,,1223075,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 20}",
15927,15927,,,2013-01-27,,"[193, 188]","[(193, 2), (188, 1)]",,,1223076,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 20}",
15928,15928,,,2013-01-27,,"[195, 191]","[(195, 3), (191, 1)]",,,1223078,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 20}",
15929,15929,,,2013-02-01,,"[205, 202]","[(205, 0), (202, 1)]",,,1223084,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 21}",
15930,15930,,,2013-02-02,,"[189, 197]","[(189, 3), (197, 3)]",,,1223086,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 21}",
15931,15931,,,2013-02-02,,"[204, 208]","[(204, 3), (208, 0)]",,,1223088,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 21}",
15932,15932,,,2013-02-02,,"[196, 200]","[(196, 7), (200, 0)]",,,1223090,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 21}",
15933,15933,,,2013-02-02,,"[203, 188]","[(203, 0), (188, 1)]",,,1223091,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 21}",
15934,15934,,,2013-02-03,,"[206, 192]","[(206, 0), (192, 3)]",,,1223093,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 21}",
15935,15935,,,2013-02-03,,"[190, 195]","[(190, 2), (195, 4)]",,,1223095,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 21}",
15936,15936,,,2013-02-03,,"[193, 187]","[(193, 2), (187, 1)]",,,1223097,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 21}",
15937,15937,,,2013-02-03,,"[191, 198]","[(191, 1), (198, 3)]",,,1223099,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 21}",
15938,15938,,,2013-02-09,,"[200, 204]","[(200, 2), (204, 1)]",,,1223121,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 22}",
15939,15939,,,2013-02-09,,"[188, 205]","[(188, 2), (205, 1)]",,,1223123,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 22}",
15940,15940,,,2013-02-09,,"[187, 196]","[(187, 2), (196, 2)]",,,1223125,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 22}",
15941,15941,,,2013-02-09,,"[197, 191]","[(197, 4), (191, 1)]",,,1223126,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 22}",
15942,15942,,,2013-02-09,,"[202, 206]","[(202, 2), (206, 2)]",,,1223129,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 22}",
15943,15943,,,2013-02-10,,"[192, 189]","[(192, 1), (189, 1)]",,,1223133,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 22}",
15944,15944,,,2013-02-10,,"[208, 190]","[(208, 1), (190, 1)]",,,1223135,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 22}",
15945,15945,,,2013-02-10,,"[198, 203]","[(198, 3), (203, 1)]",,,1223137,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 22}",
15946,15946,,,2013-02-10,,"[195, 193]","[(195, 0), (193, 3)]",,,1223139,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 22}",
15947,15947,,,2013-02-15,,"[193, 206]","[(193, 1), (206, 2)]",,,1223163,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 23}",
15948,15948,,,2013-02-16,,"[204, 197]","[(204, 1), (197, 1)]",,,1223164,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 23}",
15949,15949,,,2013-02-16,,"[189, 203]","[(189, 2), (203, 2)]",,,1223165,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 23}",
15950,15950,,,2013-02-16,,"[190, 191]","[(190, 1), (191, 1)]",,,1223166,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 23}",
15951,15951,,,2013-02-16,,"[196, 195]","[(196, 2), (195, 1)]",,,1223167,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 23}",
15952,15952,,,2013-02-17,,"[208, 198]","[(208, 3), (198, 2)]",,,1223168,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 23}",
15953,15953,,,2013-02-17,,"[200, 202]","[(200, 2), (202, 1)]",,,1223169,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 23}",
15954,15954,,,2013-02-17,,"[187, 188]","[(187, 2), (188, 0)]",,,1223170,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 23}",
15955,15955,,,2013-02-17,,"[205, 192]","[(205, 0), (192, 2)]",,,1223171,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 23}",
15956,15956,,,2013-02-22,,"[191, 193]","[(191, 2), (193, 3)]",,,1223172,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 24}",
15957,15957,,,2013-02-24,,"[195, 189]","[(195, 4), (189, 0)]",,,1223173,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 24}",
15958,15958,,,2013-02-23,,"[188, 208]","[(188, 1), (208, 0)]",,,1223174,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 24}",
15959,15959,,,2013-02-23,,"[206, 205]","[(206, 1), (205, 0)]",,,1223175,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 24}",
15960,15960,,,2013-02-23,,"[197, 187]","[(197, 3), (187, 5)]",,,1223176,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 24}",
15961,15961,,,2013-02-24,,"[198, 196]","[(198, 2), (196, 1)]",,,1223177,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 24}",
15962,15962,,,2013-02-23,,"[202, 190]","[(202, 2), (190, 1)]",,,1223178,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 24}",
15963,15963,,,2013-02-24,,"[203, 204]","[(203, 0), (204, 1)]",,,1223179,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 24}",
15964,15964,,,2013-02-24,,"[192, 200]","[(192, 1), (200, 1)]",,,1223180,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 24}",
15965,15965,,,2013-03-01,,"[187, 195]","[(187, 2), (195, 0)]",,,1223190,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 25}",
15966,15966,,,2013-03-02,,"[204, 202]","[(204, 1), (202, 2)]",,,1223194,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 25}",
15967,15967,,,2013-03-02,,"[208, 191]","[(208, 2), (191, 0)]",,,1223196,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 25}",
15968,15968,,,2013-03-02,,"[190, 192]","[(190, 0), (192, 2)]",,,1223198,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 25}",
15969,15969,,,2013-03-02,,"[196, 206]","[(196, 2), (206, 0)]",,,1223200,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 25}",
15970,15970,,,2013-03-03,,"[205, 203]","[(205, 2), (203, 1)]",,,1223203,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 25}",
15971,15971,,,2013-03-03,,"[189, 188]","[(189, 4), (188, 1)]",,,1223205,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 25}",
15972,15972,,,2013-03-03,,"[193, 198]","[(193, 0), (198, 3)]",,,1223206,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 25}",
15973,15973,,,2013-03-03,,"[200, 197]","[(200, 3), (197, 1)]",,,1223207,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 25}",
15974,15974,,,2013-03-08,,"[188, 204]","[(188, 1), (204, 1)]",,,1223212,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 26}",
15975,15975,,,2013-03-09,,"[203, 200]","[(203, 1), (200, 1)]",,,1223215,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 26}",
15976,15976,,,2013-03-10,,"[195, 205]","[(195, 1), (205, 0)]",,,1223217,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 26}",
15977,15977,,,2013-03-09,,"[197, 193]","[(197, 1), (193, 0)]",,,1223218,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 26}",
15978,15978,,,2013-03-09,,"[191, 206]","[(191, 1), (206, 0)]",,,1223219,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 26}",
15979,15979,,,2013-03-10,,"[189, 198]","[(189, 0), (198, 1)]",,,1223222,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 26}",
15980,15980,,,2013-03-10,,"[192, 208]","[(192, 3), (208, 0)]",,,1223223,"{'country_id': 13274, 'league_id': 13274, 'season': '2012/2013', 'stage': 26}",
